"id","balance","account","description","status","date"
1456,1465.5,"PEOPLE","Descripción 1456","PROCESSED",
1457,1466.5,"OPERATION","Descripción 1457","PENDING",
1458,1467.5,"INTERNAL","Descripción 1458","PROCESSED",
1459,1468.5,"PEOPLE","Descripción 1459","PENDING",
1460,1469.5,"INTERNAL","Descripción 1460","PROCESSED",
1461,1470.5,"PEOPLE","Descripción 1461","PENDING",
1462,1471.5,"OPERATION","Descripción 1462","PROCESSED",
1463,1472.5,"INTERNAL","Descripción 1463","PENDING",
1464,1473.5,"PEOPLE","Descripción 1464","PROCESSED",
1465,1474.5,"OPERATION","Descripción 1465","PENDING",
1466,1475.5,"INTERNAL","Descripción 1466","PROCESSED",
1467,1476.5,"PEOPLE","Descripción 1467","PENDING",
1468,1477.5,"INTERNAL","Descripción 1468","PROCESSED",
1469,1478.5,"PEOPLE","Descripción 1469","PENDING",
1470,1479.5,"OPERATION","Descripción 1470","PROCESSED",
1471,1480.5,"INTERNAL","Descripción 1471","PENDING",
1472,1481.5,"PEOPLE","Descripción 1472","PROCESSED",
1473,1482.5,"OPERATION","Descripción 1473","PENDING",
1474,1483.5,"INTERNAL","Descripción 1474","PROCESSED",
1475,1484.5,"PEOPLE","Descripción 1475","PENDING",
1476,1485.5,"INTERNAL","Descripción 1476","PROCESSED",
1477,1486.5,"PEOPLE","Descripción 1477","PENDING",
1478,1487.5,"OPERATION","Descripción 1478","PROCESSED",
1479,1488.5,"INTERNAL","Descripción 1479","PENDING",
1480,1489.5,"PEOPLE","Descripción 1480","PROCESSED",
1481,1490.5,"OPERATION","Descripción 1481","PENDING",
1482,1491.5,"INTERNAL","Descripción 1482","PROCESSED",
1483,1492.5,"PEOPLE","Descripción 1483","PENDING",
1484,1493.5,"INTERNAL","Descripción 1484","PROCESSED",
1485,1494.5,"PEOPLE","Descripción 1485","PENDING",
1486,1495.5,"OPERATION","Descripción 1486","PROCESSED",
1487,1496.5,"INTERNAL","Descripción 1487","PENDING",
1488,1497.5,"PEOPLE","Descripción 1488","PROCESSED",
1489,1498.5,"OPERATION","Descripción 1489","PENDING",
1490,1499.5,"INTERNAL","Descripción 1490","PROCESSED",
1491,1500.5,"PEOPLE","Descripción 1491","PENDING",
1492,1501.5,"INTERNAL","Descripción 1492","PROCESSED",
1493,1502.5,"PEOPLE","Descripción 1493","PENDING",
1494,1503.5,"OPERATION","Descripción 1494","PROCESSED",
1495,1504.5,"INTERNAL","Descripción 1495","PENDING",
1496,1505.5,"PEOPLE","Descripción 1496","PROCESSED",
1497,1506.5,"OPERATION","Descripción 1497","PENDING",
1498,1507.5,"INTERNAL","Descripción 1498","PROCESSED",
1499,1508.5,"PEOPLE","Descripción 1499","PENDING",
1500,1509.5,"INTERNAL","Descripción 1500","PROCESSED",
1501,1510.5,"PEOPLE","Descripción 1501","PENDING",
1502,1511.5,"OPERATION","Descripción 1502","PROCESSED",
1503,1512.5,"INTERNAL","Descripción 1503","PENDING",
1504,1513.5,"PEOPLE","Descripción 1504","PROCESSED",
1505,1514.5,"OPERATION","Descripción 1505","PENDING",
1506,1515.5,"INTERNAL","Descripción 1506","PROCESSED",
1507,1516.5,"PEOPLE","Descripción 1507","PENDING",
1508,1517.5,"INTERNAL","Descripción 1508","PROCESSED",
1509,1518.5,"PEOPLE","Descripción 1509","PENDING",
1510,1519.5,"OPERATION","Descripción 1510","PROCESSED",
1511,1520.5,"INTERNAL","Descripción 1511","PENDING",
1512,1521.5,"PEOPLE","Descripción 1512","PROCESSED",
1513,1522.5,"OPERATION","Descripción 1513","PENDING",
1514,1523.5,"INTERNAL","Descripción 1514","PROCESSED",
1515,1524.5,"PEOPLE","Descripción 1515","PENDING",
1516,1525.5,"INTERNAL","Descripción 1516","PROCESSED",
1517,1526.5,"PEOPLE","Descripción 1517","PENDING",
1518,1527.5,"OPERATION","Descripción 1518","PROCESSED",
1519,1528.5,"INTERNAL","Descripción 1519","PENDING",
1520,1529.5,"PEOPLE","Descripción 1520","PROCESSED",
1521,1530.5,"OPERATION","Descripción 1521","PENDING",
1522,1531.5,"INTERNAL","Descripción 1522","PROCESSED",
1523,1532.5,"PEOPLE","Descripción 1523","PENDING",
1524,1533.5,"INTERNAL","Descripción 1524","PROCESSED",
1525,1534.5,"PEOPLE","Descripción 1525","PENDING",
1526,1535.5,"OPERATION","Descripción 1526","PROCESSED",
1527,1536.5,"INTERNAL","Descripción 1527","PENDING",
1528,1537.5,"PEOPLE","Descripción 1528","PROCESSED",
1529,1538.5,"OPERATION","Descripción 1529","PENDING",
1530,1539.5,"INTERNAL","Descripción 1530","PROCESSED",
1531,1540.5,"PEOPLE","Descripción 1531","PENDING",
1532,1541.5,"INTERNAL","Descripción 1532","PROCESSED",
1533,1542.5,"PEOPLE","Descripción 1533","PENDING",
1534,1543.5,"OPERATION","Descripción 1534","PROCESSED",
1535,1544.5,"INTERNAL","Descripción 1535","PENDING",
1536,1545.5,"PEOPLE","Descripción 1536","PROCESSED",
1537,1546.5,"OPERATION","Descripción 1537","PENDING",
1538,1547.5,"INTERNAL","Descripción 1538","PROCESSED",
1539,1548.5,"PEOPLE","Descripción 1539","PENDING",
1540,1549.5,"INTERNAL","Descripción 1540","PROCESSED",
1541,1550.5,"PEOPLE","Descripción 1541","PENDING",
1542,1551.5,"OPERATION","Descripción 1542","PROCESSED",
1543,1552.5,"INTERNAL","Descripción 1543","PENDING",
1544,1553.5,"PEOPLE","Descripción 1544","PROCESSED",
1545,1554.5,"OPERATION","Descripción 1545","PENDING",
1546,1555.5,"INTERNAL","Descripción 1546","PROCESSED",
1547,1556.5,"PEOPLE","Descripción 1547","PENDING",
1548,1557.5,"INTERNAL","Descripción 1548","PROCESSED",
1549,1558.5,"PEOPLE","Descripción 1549","PENDING",
1550,1559.5,"OPERATION","Descripción 1550","PROCESSED",
1551,1560.5,"INTERNAL","Descripción 1551","PENDING",
1552,1561.5,"PEOPLE","Descripción 1552","PROCESSED",
1553,1562.5,"OPERATION","Descripción 1553","PENDING",
1554,1563.5,"INTERNAL","Descripción 1554","PROCESSED",
1555,1564.5,"PEOPLE","Descripción 1555","PENDING",
1556,1565.5,"INTERNAL","Descripción 1556","PROCESSED",
1557,1566.5,"PEOPLE","Descripción 1557","PENDING",
1558,1567.5,"OPERATION","Descripción 1558","PROCESSED",
1559,1568.5,"INTERNAL","Descripción 1559","PENDING",
1560,1569.5,"PEOPLE","Descripción 1560","PROCESSED",
1561,1570.5,"OPERATION","Descripción 1561","PENDING",
1562,1571.5,"INTERNAL","Descripción 1562","PROCESSED",
1563,1572.5,"PEOPLE","Descripción 1563","PENDING",
1564,1573.5,"INTERNAL","Descripción 1564","PROCESSED",
1565,1574.5,"PEOPLE","Descripción 1565","PENDING",
1566,1575.5,"OPERATION","Descripción 1566","PROCESSED",
1567,1576.5,"INTERNAL","Descripción 1567","PENDING",
1568,1577.5,"PEOPLE","Descripción 1568","PROCESSED",
1569,1578.5,"OPERATION","Descripción 1569","PENDING",
1570,1579.5,"INTERNAL","Descripción 1570","PROCESSED",
1571,1580.5,"PEOPLE","Descripción 1571","PENDING",
1572,1581.5,"INTERNAL","Descripción 1572","PROCESSED",
1573,1582.5,"PEOPLE","Descripción 1573","PENDING",
1574,1583.5,"OPERATION","Descripción 1574","PROCESSED",
1575,1584.5,"INTERNAL","Descripción 1575","PENDING",
1576,1585.5,"PEOPLE","Descripción 1576","PROCESSED",
1577,1586.5,"OPERATION","Descripción 1577","PENDING",
1578,1587.5,"INTERNAL","Descripción 1578","PROCESSED",
1579,1588.5,"PEOPLE","Descripción 1579","PENDING",
1580,1589.5,"INTERNAL","Descripción 1580","PROCESSED",
1581,1590.5,"PEOPLE","Descripción 1581","PENDING",
1582,1591.5,"OPERATION","Descripción 1582","PROCESSED",
1583,1592.5,"INTERNAL","Descripción 1583","PENDING",
1584,1593.5,"PEOPLE","Descripción 1584","PROCESSED",
1585,1594.5,"OPERATION","Descripción 1585","PENDING",
1586,1595.5,"INTERNAL","Descripción 1586","PROCESSED",
1587,1596.5,"PEOPLE","Descripción 1587","PENDING",
1588,1597.5,"INTERNAL","Descripción 1588","PROCESSED",
1589,1598.5,"PEOPLE","Descripción 1589","PENDING",
1590,1599.5,"OPERATION","Descripción 1590","PROCESSED",
1591,1600.5,"INTERNAL","Descripción 1591","PENDING",
1592,1601.5,"PEOPLE","Descripción 1592","PROCESSED",
1593,1602.5,"OPERATION","Descripción 1593","PENDING",
1594,1603.5,"INTERNAL","Descripción 1594","PROCESSED",
1595,1604.5,"PEOPLE","Descripción 1595","PENDING",
1596,1605.5,"INTERNAL","Descripción 1596","PROCESSED",
1597,1606.5,"PEOPLE","Descripción 1597","PENDING",
1598,1607.5,"OPERATION","Descripción 1598","PROCESSED",
1599,1608.5,"INTERNAL","Descripción 1599","PENDING",
1600,1609.5,"PEOPLE","Descripción 1600","PROCESSED",
1601,1610.5,"OPERATION","Descripción 1601","PENDING",
1602,1611.5,"INTERNAL","Descripción 1602","PROCESSED",
1603,1612.5,"PEOPLE","Descripción 1603","PENDING",
1604,1613.5,"INTERNAL","Descripción 1604","PROCESSED",
1605,1614.5,"PEOPLE","Descripción 1605","PENDING",
1606,1615.5,"OPERATION","Descripción 1606","PROCESSED",
1607,1616.5,"INTERNAL","Descripción 1607","PENDING",
1608,1617.5,"PEOPLE","Descripción 1608","PROCESSED",
1609,1618.5,"OPERATION","Descripción 1609","PENDING",
1610,1619.5,"INTERNAL","Descripción 1610","PROCESSED",
1611,1620.5,"PEOPLE","Descripción 1611","PENDING",
1612,1621.5,"INTERNAL","Descripción 1612","PROCESSED",
1613,1622.5,"PEOPLE","Descripción 1613","PENDING",
1614,1623.5,"OPERATION","Descripción 1614","PROCESSED",
1615,1624.5,"INTERNAL","Descripción 1615","PENDING",
1616,1625.5,"PEOPLE","Descripción 1616","PROCESSED",
1617,1626.5,"OPERATION","Descripción 1617","PENDING",
1618,1627.5,"INTERNAL","Descripción 1618","PROCESSED",
1619,1628.5,"PEOPLE","Descripción 1619","PENDING",
1620,1629.5,"INTERNAL","Descripción 1620","PROCESSED",
1621,1630.5,"PEOPLE","Descripción 1621","PENDING",
1622,1631.5,"OPERATION","Descripción 1622","PROCESSED",
1623,1632.5,"INTERNAL","Descripción 1623","PENDING",
1624,1633.5,"PEOPLE","Descripción 1624","PROCESSED",
1625,1634.5,"OPERATION","Descripción 1625","PENDING",
1626,1635.5,"INTERNAL","Descripción 1626","PROCESSED",
1627,1636.5,"PEOPLE","Descripción 1627","PENDING",
1628,1637.5,"INTERNAL","Descripción 1628","PROCESSED",
1629,1638.5,"PEOPLE","Descripción 1629","PENDING",
1630,1639.5,"OPERATION","Descripción 1630","PROCESSED",
1631,1640.5,"INTERNAL","Descripción 1631","PENDING",
1632,1641.5,"PEOPLE","Descripción 1632","PROCESSED",
1633,1642.5,"OPERATION","Descripción 1633","PENDING",
1634,1643.5,"INTERNAL","Descripción 1634","PROCESSED",
1635,1644.5,"PEOPLE","Descripción 1635","PENDING",
1636,1645.5,"INTERNAL","Descripción 1636","PROCESSED",
1637,1646.5,"PEOPLE","Descripción 1637","PENDING",
1638,1647.5,"OPERATION","Descripción 1638","PROCESSED",
1639,1648.5,"INTERNAL","Descripción 1639","PENDING",
1640,1649.5,"PEOPLE","Descripción 1640","PROCESSED",
1641,1650.5,"OPERATION","Descripción 1641","PENDING",
1642,1651.5,"INTERNAL","Descripción 1642","PROCESSED",
1643,1652.5,"PEOPLE","Descripción 1643","PENDING",
1644,1653.5,"INTERNAL","Descripción 1644","PROCESSED",
1645,1654.5,"PEOPLE","Descripción 1645","PENDING",
1646,1655.5,"OPERATION","Descripción 1646","PROCESSED",
1647,1656.5,"INTERNAL","Descripción 1647","PENDING",
1648,1657.5,"PEOPLE","Descripción 1648","PROCESSED",
1649,1658.5,"OPERATION","Descripción 1649","PENDING",
1650,1659.5,"INTERNAL","Descripción 1650","PROCESSED",
1651,1660.5,"PEOPLE","Descripción 1651","PENDING",
1652,1661.5,"INTERNAL","Descripción 1652","PROCESSED",
1653,1662.5,"PEOPLE","Descripción 1653","PENDING",
1654,1663.5,"OPERATION","Descripción 1654","PROCESSED",
1655,1664.5,"INTERNAL","Descripción 1655","PENDING",
1656,1665.5,"PEOPLE","Descripción 1656","PROCESSED",
1657,1666.5,"OPERATION","Descripción 1657","PENDING",
1658,1667.5,"INTERNAL","Descripción 1658","PROCESSED",
1659,1668.5,"PEOPLE","Descripción 1659","PENDING",
1660,1669.5,"INTERNAL","Descripción 1660","PROCESSED",
1661,1670.5,"PEOPLE","Descripción 1661","PENDING",
1662,1671.5,"OPERATION","Descripción 1662","PROCESSED",
1663,1672.5,"INTERNAL","Descripción 1663","PENDING",
1664,1673.5,"PEOPLE","Descripción 1664","PROCESSED",
1665,1674.5,"OPERATION","Descripción 1665","PENDING",
1666,1675.5,"INTERNAL","Descripción 1666","PROCESSED",
1667,1676.5,"PEOPLE","Descripción 1667","PENDING",
1668,1677.5,"INTERNAL","Descripción 1668","PROCESSED",
1669,1678.5,"PEOPLE","Descripción 1669","PENDING",
1670,1679.5,"OPERATION","Descripción 1670","PROCESSED",
1671,1680.5,"INTERNAL","Descripción 1671","PENDING",
1672,1681.5,"PEOPLE","Descripción 1672","PROCESSED",
1673,1682.5,"OPERATION","Descripción 1673","PENDING",
1674,1683.5,"INTERNAL","Descripción 1674","PROCESSED",
1675,1684.5,"PEOPLE","Descripción 1675","PENDING",
1676,1685.5,"INTERNAL","Descripción 1676","PROCESSED",
1677,1686.5,"PEOPLE","Descripción 1677","PENDING",
1678,1687.5,"OPERATION","Descripción 1678","PROCESSED",
1679,1688.5,"INTERNAL","Descripción 1679","PENDING",
1680,1689.5,"PEOPLE","Descripción 1680","PROCESSED",
1681,1690.5,"OPERATION","Descripción 1681","PENDING",
1682,1691.5,"INTERNAL","Descripción 1682","PROCESSED",
1683,1692.5,"PEOPLE","Descripción 1683","PENDING",
1684,1693.5,"INTERNAL","Descripción 1684","PROCESSED",
1685,1694.5,"PEOPLE","Descripción 1685","PENDING",
1686,1695.5,"OPERATION","Descripción 1686","PROCESSED",
1687,1696.5,"INTERNAL","Descripción 1687","PENDING",
1688,1697.5,"PEOPLE","Descripción 1688","PROCESSED",
1689,1698.5,"OPERATION","Descripción 1689","PENDING",
1690,1699.5,"INTERNAL","Descripción 1690","PROCESSED",
1691,1700.5,"PEOPLE","Descripción 1691","PENDING",
1692,1701.5,"INTERNAL","Descripción 1692","PROCESSED",
1693,1702.5,"PEOPLE","Descripción 1693","PENDING",
1694,1703.5,"OPERATION","Descripción 1694","PROCESSED",
1695,1704.5,"INTERNAL","Descripción 1695","PENDING",
1696,1705.5,"PEOPLE","Descripción 1696","PROCESSED",
1697,1706.5,"OPERATION","Descripción 1697","PENDING",
1698,1707.5,"INTERNAL","Descripción 1698","PROCESSED",
1699,1708.5,"PEOPLE","Descripción 1699","PENDING",
1700,1709.5,"INTERNAL","Descripción 1700","PROCESSED",
1701,1710.5,"PEOPLE","Descripción 1701","PENDING",
1702,1711.5,"OPERATION","Descripción 1702","PROCESSED",
1703,1712.5,"INTERNAL","Descripción 1703","PENDING",
1704,1713.5,"PEOPLE","Descripción 1704","PROCESSED",
1705,1714.5,"OPERATION","Descripción 1705","PENDING",
1706,1715.5,"INTERNAL","Descripción 1706","PROCESSED",
1707,1716.5,"PEOPLE","Descripción 1707","PENDING",
1708,1717.5,"INTERNAL","Descripción 1708","PROCESSED",
1709,1718.5,"PEOPLE","Descripción 1709","PENDING",
1710,1719.5,"OPERATION","Descripción 1710","PROCESSED",
1711,1720.5,"INTERNAL","Descripción 1711","PENDING",
1712,1721.5,"PEOPLE","Descripción 1712","PROCESSED",
1713,1722.5,"OPERATION","Descripción 1713","PENDING",
1714,1723.5,"INTERNAL","Descripción 1714","PROCESSED",
1715,1724.5,"PEOPLE","Descripción 1715","PENDING",
1716,1725.5,"INTERNAL","Descripción 1716","PROCESSED",
1717,1726.5,"PEOPLE","Descripción 1717","PENDING",
1718,1727.5,"OPERATION","Descripción 1718","PROCESSED",
1719,1728.5,"INTERNAL","Descripción 1719","PENDING",
1720,1729.5,"PEOPLE","Descripción 1720","PROCESSED",
1721,1730.5,"OPERATION","Descripción 1721","PENDING",
1722,1731.5,"INTERNAL","Descripción 1722","PROCESSED",
1723,1732.5,"PEOPLE","Descripción 1723","PENDING",
1724,1733.5,"INTERNAL","Descripción 1724","PROCESSED",
1725,1734.5,"PEOPLE","Descripción 1725","PENDING",
1726,1735.5,"OPERATION","Descripción 1726","PROCESSED",
1727,1736.5,"INTERNAL","Descripción 1727","PENDING",
1728,1737.5,"PEOPLE","Descripción 1728","PROCESSED",
1729,1738.5,"OPERATION","Descripción 1729","PENDING",
1730,1739.5,"INTERNAL","Descripción 1730","PROCESSED",
1731,1740.5,"PEOPLE","Descripción 1731","PENDING",
1732,1741.5,"INTERNAL","Descripción 1732","PROCESSED",
1733,1742.5,"PEOPLE","Descripción 1733","PENDING",
1734,1743.5,"OPERATION","Descripción 1734","PROCESSED",
1735,1744.5,"INTERNAL","Descripción 1735","PENDING",
1736,1745.5,"PEOPLE","Descripción 1736","PROCESSED",
1737,1746.5,"OPERATION","Descripción 1737","PENDING",
1738,1747.5,"INTERNAL","Descripción 1738","PROCESSED",
1739,1748.5,"PEOPLE","Descripción 1739","PENDING",
1740,1749.5,"INTERNAL","Descripción 1740","PROCESSED",
1741,1750.5,"PEOPLE","Descripción 1741","PENDING",
1742,1751.5,"OPERATION","Descripción 1742","PROCESSED",
1743,1752.5,"INTERNAL","Descripción 1743","PENDING",
1744,1753.5,"PEOPLE","Descripción 1744","PROCESSED",
1745,1754.5,"OPERATION","Descripción 1745","PENDING",
1746,1755.5,"INTERNAL","Descripción 1746","PROCESSED",
1747,1756.5,"PEOPLE","Descripción 1747","PENDING",
1748,1757.5,"INTERNAL","Descripción 1748","PROCESSED",
1749,1758.5,"PEOPLE","Descripción 1749","PENDING",
1750,1759.5,"OPERATION","Descripción 1750","PROCESSED",
1751,1760.5,"INTERNAL","Descripción 1751","PENDING",
1752,1761.5,"PEOPLE","Descripción 1752","PROCESSED",
1753,1762.5,"OPERATION","Descripción 1753","PENDING",
1754,1763.5,"INTERNAL","Descripción 1754","PROCESSED",
1755,1764.5,"PEOPLE","Descripción 1755","PENDING",
1756,1765.5,"INTERNAL","Descripción 1756","PROCESSED",
1757,1766.5,"PEOPLE","Descripción 1757","PENDING",
1758,1767.5,"OPERATION","Descripción 1758","PROCESSED",
1759,1768.5,"INTERNAL","Descripción 1759","PENDING",
1760,1769.5,"PEOPLE","Descripción 1760","PROCESSED",
1761,1770.5,"OPERATION","Descripción 1761","PENDING",
1762,1771.5,"INTERNAL","Descripción 1762","PROCESSED",
1763,1772.5,"PEOPLE","Descripción 1763","PENDING",
1764,1773.5,"INTERNAL","Descripción 1764","PROCESSED",
1765,1774.5,"PEOPLE","Descripción 1765","PENDING",
1766,1775.5,"OPERATION","Descripción 1766","PROCESSED",
1767,1776.5,"INTERNAL","Descripción 1767","PENDING",
1768,1777.5,"PEOPLE","Descripción 1768","PROCESSED",
1769,1778.5,"OPERATION","Descripción 1769","PENDING",
1770,1779.5,"INTERNAL","Descripción 1770","PROCESSED",
1771,1780.5,"PEOPLE","Descripción 1771","PENDING",
1772,1781.5,"INTERNAL","Descripción 1772","PROCESSED",
1773,1782.5,"PEOPLE","Descripción 1773","PENDING",
1774,1783.5,"OPERATION","Descripción 1774","PROCESSED",
1775,1784.5,"INTERNAL","Descripción 1775","PENDING",
1776,1785.5,"PEOPLE","Descripción 1776","PROCESSED",
1777,1786.5,"OPERATION","Descripción 1777","PENDING",
1778,1787.5,"INTERNAL","Descripción 1778","PROCESSED",
1779,1788.5,"PEOPLE","Descripción 1779","PENDING",
1780,1789.5,"INTERNAL","Descripción 1780","PROCESSED",
1781,1790.5,"PEOPLE","Descripción 1781","PENDING",
1782,1791.5,"OPERATION","Descripción 1782","PROCESSED",
1783,1792.5,"INTERNAL","Descripción 1783","PENDING",
1784,1793.5,"PEOPLE","Descripción 1784","PROCESSED",
1785,1794.5,"OPERATION","Descripción 1785","PENDING",
1786,1795.5,"INTERNAL","Descripción 1786","PROCESSED",
1787,1796.5,"PEOPLE","Descripción 1787","PENDING",
1788,1797.5,"INTERNAL","Descripción 1788","PROCESSED",
1789,1798.5,"PEOPLE","Descripción 1789","PENDING",
1790,1799.5,"OPERATION","Descripción 1790","PROCESSED",
1791,1800.5,"INTERNAL","Descripción 1791","PENDING",
1792,1801.5,"PEOPLE","Descripción 1792","PROCESSED",
1793,1802.5,"OPERATION","Descripción 1793","PENDING",
1794,1803.5,"INTERNAL","Descripción 1794","PROCESSED",
1795,1804.5,"PEOPLE","Descripción 1795","PENDING",
1796,1805.5,"INTERNAL","Descripción 1796","PROCESSED",
1797,1806.5,"PEOPLE","Descripción 1797","PENDING",
1798,1807.5,"OPERATION","Descripción 1798","PROCESSED",
1799,1808.5,"INTERNAL","Descripción 1799","PENDING",
1800,1809.5,"PEOPLE","Descripción 1800","PROCESSED",
1801,1810.5,"OPERATION","Descripción 1801","PENDING",
1802,1811.5,"INTERNAL","Descripción 1802","PROCESSED",
1803,1812.5,"PEOPLE","Descripción 1803","PENDING",
1804,1813.5,"INTERNAL","Descripción 1804","PROCESSED",
1805,1814.5,"PEOPLE","Descripción 1805","PENDING",
1806,1815.5,"OPERATION","Descripción 1806","PROCESSED",
1807,1816.5,"INTERNAL","Descripción 1807","PENDING",
1808,1817.5,"PEOPLE","Descripción 1808","PROCESSED",
1809,1818.5,"OPERATION","Descripción 1809","PENDING",
1810,1819.5,"INTERNAL","Descripción 1810","PROCESSED",
1811,1820.5,"PEOPLE","Descripción 1811","PENDING",
1812,1821.5,"INTERNAL","Descripción 1812","PROCESSED",
1813,1822.5,"PEOPLE","Descripción 1813","PENDING",
1814,1823.5,"OPERATION","Descripción 1814","PROCESSED",
1815,1824.5,"INTERNAL","Descripción 1815","PENDING",
1816,1825.5,"PEOPLE","Descripción 1816","PROCESSED",
1817,1826.5,"OPERATION","Descripción 1817","PENDING",
1818,1827.5,"INTERNAL","Descripción 1818","PROCESSED",
1819,1828.5,"PEOPLE","Descripción 1819","PENDING",
1820,1829.5,"INTERNAL","Descripción 1820","PROCESSED",
1821,1830.5,"PEOPLE","Descripción 1821","PENDING",
1822,1831.5,"OPERATION","Descripción 1822","PROCESSED",
1823,1832.5,"INTERNAL","Descripción 1823","PENDING",
1824,1833.5,"PEOPLE","Descripción 1824","PROCESSED",
1825,1834.5,"OPERATION","Descripción 1825","PENDING",
1826,1835.5,"INTERNAL","Descripción 1826","PROCESSED",
1827,1836.5,"PEOPLE","Descripción 1827","PENDING",
1828,1837.5,"INTERNAL","Descripción 1828","PROCESSED",
1829,1838.5,"PEOPLE","Descripción 1829","PENDING",
1830,1839.5,"OPERATION","Descripción 1830","PROCESSED",
1831,1840.5,"INTERNAL","Descripción 1831","PENDING",
1832,1841.5,"PEOPLE","Descripción 1832","PROCESSED",
1833,1842.5,"OPERATION","Descripción 1833","PENDING",
1834,1843.5,"INTERNAL","Descripción 1834","PROCESSED",
1835,1844.5,"PEOPLE","Descripción 1835","PENDING",
1836,1845.5,"INTERNAL","Descripción 1836","PROCESSED",
1837,1846.5,"PEOPLE","Descripción 1837","PENDING",
1838,1847.5,"OPERATION","Descripción 1838","PROCESSED",
1839,1848.5,"INTERNAL","Descripción 1839","PENDING",
1840,1849.5,"PEOPLE","Descripción 1840","PROCESSED",
1841,1850.5,"OPERATION","Descripción 1841","PENDING",
1842,1851.5,"INTERNAL","Descripción 1842","PROCESSED",
1843,1852.5,"PEOPLE","Descripción 1843","PENDING",
1844,1853.5,"INTERNAL","Descripción 1844","PROCESSED",
1845,1854.5,"PEOPLE","Descripción 1845","PENDING",
1846,1855.5,"OPERATION","Descripción 1846","PROCESSED",
1847,1856.5,"INTERNAL","Descripción 1847","PENDING",
1848,1857.5,"PEOPLE","Descripción 1848","PROCESSED",
1849,1858.5,"OPERATION","Descripción 1849","PENDING",
1850,1859.5,"INTERNAL","Descripción 1850","PROCESSED",
1851,1860.5,"PEOPLE","Descripción 1851","PENDING",
1852,1861.5,"INTERNAL","Descripción 1852","PROCESSED",
1853,1862.5,"PEOPLE","Descripción 1853","PENDING",
1854,1863.5,"OPERATION","Descripción 1854","PROCESSED",
1855,1864.5,"INTERNAL","Descripción 1855","PENDING",
1856,1865.5,"PEOPLE","Descripción 1856","PROCESSED",
1857,1866.5,"OPERATION","Descripción 1857","PENDING",
1858,1867.5,"INTERNAL","Descripción 1858","PROCESSED",
1859,1868.5,"PEOPLE","Descripción 1859","PENDING",
1860,1869.5,"INTERNAL","Descripción 1860","PROCESSED",
1861,1870.5,"PEOPLE","Descripción 1861","PENDING",
1862,1871.5,"OPERATION","Descripción 1862","PROCESSED",
1863,1872.5,"INTERNAL","Descripción 1863","PENDING",
1864,1873.5,"PEOPLE","Descripción 1864","PROCESSED",
1865,1874.5,"OPERATION","Descripción 1865","PENDING",
1866,1875.5,"INTERNAL","Descripción 1866","PROCESSED",
1867,1876.5,"PEOPLE","Descripción 1867","PENDING",
1868,1877.5,"INTERNAL","Descripción 1868","PROCESSED",
1869,1878.5,"PEOPLE","Descripción 1869","PENDING",
1870,1879.5,"OPERATION","Descripción 1870","PROCESSED",
1871,1880.5,"INTERNAL","Descripción 1871","PENDING",
1872,1881.5,"PEOPLE","Descripción 1872","PROCESSED",
1873,1882.5,"OPERATION","Descripción 1873","PENDING",
1874,1883.5,"INTERNAL","Descripción 1874","PROCESSED",
1875,1884.5,"PEOPLE","Descripción 1875","PENDING",
1876,1885.5,"INTERNAL","Descripción 1876","PROCESSED",
1877,1886.5,"PEOPLE","Descripción 1877","PENDING",
1878,1887.5,"OPERATION","Descripción 1878","PROCESSED",
1879,1888.5,"INTERNAL","Descripción 1879","PENDING",
1880,1889.5,"PEOPLE","Descripción 1880","PROCESSED",
1881,1890.5,"OPERATION","Descripción 1881","PENDING",
1882,1891.5,"INTERNAL","Descripción 1882","PROCESSED",
1883,1892.5,"PEOPLE","Descripción 1883","PENDING",
1884,1893.5,"INTERNAL","Descripción 1884","PROCESSED",
1885,1894.5,"PEOPLE","Descripción 1885","PENDING",
1886,1895.5,"OPERATION","Descripción 1886","PROCESSED",
1887,1896.5,"INTERNAL","Descripción 1887","PENDING",
1888,1897.5,"PEOPLE","Descripción 1888","PROCESSED",
1889,1898.5,"OPERATION","Descripción 1889","PENDING",
1890,1899.5,"INTERNAL","Descripción 1890","PROCESSED",
1891,1900.5,"PEOPLE","Descripción 1891","PENDING",
1892,1901.5,"INTERNAL","Descripción 1892","PROCESSED",
1893,1902.5,"PEOPLE","Descripción 1893","PENDING",
1894,1903.5,"OPERATION","Descripción 1894","PROCESSED",
1895,1904.5,"INTERNAL","Descripción 1895","PENDING",
1896,1905.5,"PEOPLE","Descripción 1896","PROCESSED",
1897,1906.5,"OPERATION","Descripción 1897","PENDING",
1898,1907.5,"INTERNAL","Descripción 1898","PROCESSED",
1899,1908.5,"PEOPLE","Descripción 1899","PENDING",
1900,1909.5,"INTERNAL","Descripción 1900","PROCESSED",
1901,1910.5,"PEOPLE","Descripción 1901","PENDING",
1902,1911.5,"OPERATION","Descripción 1902","PROCESSED",
1903,1912.5,"INTERNAL","Descripción 1903","PENDING",
1904,1913.5,"PEOPLE","Descripción 1904","PROCESSED",
1905,1914.5,"OPERATION","Descripción 1905","PENDING",
1906,1915.5,"INTERNAL","Descripción 1906","PROCESSED",
1907,1916.5,"PEOPLE","Descripción 1907","PENDING",
1908,1917.5,"INTERNAL","Descripción 1908","PROCESSED",
1909,1918.5,"PEOPLE","Descripción 1909","PENDING",
